,gvkey,datadate,tic,atq,epsfxq,ltq,niq,revtq,xrdq,prccq,sic
34111,1602,19820630,AMGN,,-0.54,,-1.667,0.011,,,2836
34112,1602,19820930,AMGN,,-0.51,,-1.544,0.009,,,2836
34113,1602,19821231,AMGN,,-0.62,,-1.804,0,,,2836
34114,1602,19830331,AMGN,11.542,-0.63,1.433,-2.064,0.11,,,2836
34115,1602,19830630,AMGN,48.78,-0.49,1.056,-1.865,0.325,,13,2836
34116,1602,19830930,AMGN,47.793,-0.06,0.711,-0.644,0.829,,8.5,2836
34117,1602,19831231,AMGN,55.438,-0.07,8.753,-0.97,0.903,,7.25,2836
34118,1602,19840331,AMGN,55.342,-0.13,10.047,-1.462,0.726,,6,2836
34119,1602,19840630,AMGN,52.464,-0.19,9.225,-2.066,0.951,,5.75,2836
34120,1602,19840930,AMGN,50.515,-0.19,9.281,-2.044,1.76,,5,2836
34121,1602,19841231,AMGN,48.905,-0.18,9.522,-1.935,1.635,,5,2836
34122,1602,19850331,AMGN,47.852,-0.16,10.147,-1.718,2.737,,5.5,2836
34123,1602,19850630,AMGN,45.608,-0.19,9.924,-2.035,2.685,,8,2836
34124,1602,19850930,AMGN,48.489,0.2,10.474,2.293,7.031,,8,2836
34125,1602,19851231,AMGN,49.183,0.01,10.959,0.085,5.107,,13.5,2836
34126,1602,19860331,AMGN,93.675,0.02,13.095,0.205,6.273,,18.5,2836
34127,1602,19860630,AMGN,93.602,0.03,12.137,0.474,6.468,,24.875,2836
34128,1602,19860930,AMGN,93.826,0.02,10.889,0.295,6.09,,17.625,2836
34129,1602,19861231,AMGN,95.135,-0.01,11.819,0.136,7.771,,22.125,2836
34130,1602,19870331,AMGN,96.809,0.01,12.85,0.232,9.512,,38.5,2836
34131,1602,19870630,AMGN,172.875,0.03,12.826,0.494,10.58,,38.25,2836
34132,1602,19870930,AMGN,184.953,0.02,23.712,0.393,10.296,,32.75,2836
34133,1602,19871231,AMGN,190.255,0.02,28.01,0.351,11.213,,31,2836
34134,1602,19880331,AMGN,192.835,0.03,29.291,0.487,12.191,,32.25,2836
34135,1602,19880630,AMGN,204.357,0.02,39.089,0.305,17.254,,27,2836
34136,1602,19880930,AMGN,191.473,0.02,24.456,0.32,19.366,,32.75,2836
34137,1602,19881231,AMGN,192.134,0.01,23.476,0.177,19.414,,33.75,2836
34138,1602,19890331,AMGN,207.085,-0.54,45.177,-8.963,14.165,,41,2836
34139,1602,19890630,AMGN,260.636,,96.349,0.835,28.49,12.107,43.25,2836
34140,1602,19890930,AMGN,256.125,,86.606,3.912,39.577,12.143,42,2836
34141,1602,19891231,AMGN,280.577,,101.025,7.975,65.344,24.002,49,2836
34142,1602,19900331,AMGN,308.052,1.07,119.948,6.397,56.972,14.274,61.75,2836
34143,1602,19900630,AMGN,346.952,0.56,133.112,11.146,71.65,15.663,77.75,2836
34144,1602,19900930,AMGN,396.736,0.33,93.536,14.314,78.844,19.187,44.75,2836
34145,1602,19901231,AMGN,443.855,-0.71,146.302,-27.992,91.214,23.316,62.25,2836
34146,1602,19910331,AMGN,514.026,0.77,116.011,36.871,139.537,26.625,131.2499,2836
34147,1602,19910331,AMGN,514.026,0.77,116.011,36.871,139.537,26.625,131.2499,2836
34148,1602,19910331,AMGN,514.026,0.77,116.011,36.871,139.537,26.625,131.2499,2836
34149,1602,19910331,AMGN,514.026,0.77,116.011,36.871,139.537,26.625,131.2499,2836
34150,1602,19910630,AMGN,644.991,-1.02,277.171,-48.379,153.854,30.439,117.875,2836
34151,1602,19910930,AMGN,730.646,0.34,302.919,49.399,178.62,29.897,55.25,2836
34152,1602,19911231,AMGN,865.531,0.4,334.386,59.961,210.032,33.981,75.75,2836
34153,1602,19920331,AMGN,1020.602,0.43,406.259,63.248,220.184,36.543,62.5,2836
34154,1602,19920630,AMGN,1123.054,0.49,431.607,71.64,261.275,43.97,60.875,2836
34155,1602,19920930,AMGN,1252.671,0.6,471.15,88.917,303.417,48.45,62.75,2836
34156,1602,19921231,AMGN,1374.33,0.91,440.598,133.795,308.165,53.334,70.625,2836
34157,1602,19930331,AMGN,1352.191,0.55,377.075,89.298,310.243,56.125,37.75,2836
34158,1602,19930630,AMGN,1493.476,0.7,462.373,100.224,343.12,64.365,36.5,2836
34159,1602,19930930,AMGN,1617.196,0.72,521.92,102.692,354.852,63.276,38.625,2836
34160,1602,19931231,AMGN,1765.523,0.64,593.503,91.099,365.627,71.555,49.5,2836
34161,1602,19940331,AMGN,1802.808,0.66,601.885,93.46,363.998,73.725,38.25,2836
34162,1602,19940630,AMGN,1824.552,0.77,567.447,107.464,414.685,80.23,42.875,2836
34163,1602,19940930,AMGN,1892.475,0.82,570.864,113.956,426.355,81.597,53.25,2836
34164,1602,19941231,AMGN,1994.147,0.03,719.837,4.785,442.866,88.077,59,2836
34165,1602,19950331,AMGN,2052.411,0.78,715.148,108.624,439.366,113.883,67.375,2836
34166,1602,19950630,AMGN,2160.113,0.98,763.272,137.704,493.712,108.358,80.437,2836
34167,1602,19950930,AMGN,2348.2,0.51,773.4,145.772,493.322,105.459,49.875,2836
34168,1602,19951231,AMGN,2432.8,0.51,761,145.6,513.5,124,59.375,2836
34169,1602,19960331,AMGN,2366.8,0.51,613.9,143.6,507.9,130.6,58.125,2836
34170,1602,19960630,AMGN,2496.3,0.64,675.5,178.7,571.4,123.6,54,2836
34171,1602,19960930,AMGN,2549.2,0.64,624,179.5,567,130.4,63.125,2836
34172,1602,19961231,AMGN,2765.6,0.64,701.9,178,593.5,143.7,54.375,2836
34173,1602,19970331,AMGN,2773.1,0.65,597.9,180.3,575.5,147.7,55.875,2836
34174,1602,19970630,AMGN,3043.3,0.72,722.1,200.5,620.5,145.4,58.125,2836
34175,1602,19970930,AMGN,3002.4,0.31,763,83.8,598.3,172.6,47.937,2836
34176,1602,19971231,AMGN,3110.2,0.67,970.9,179.7,606.7,165.1,54.125,2836
34177,1602,19980331,AMGN,3081.5,0.71,1047.9,187.3,605.4,152.5,60.875,2836
34178,1602,19980630,AMGN,3286.8,0.82,1090.3,216.3,656.9,152.4,65.375,2836
34179,1602,19980930,AMGN,3444,0.83,1098,221,700.9,166,75.5625,2836
34180,1602,19981231,AMGN,3672.2,0.9,1110,238.6,755,192.4,104.5625,2836
34181,1602,19990331,AMGN,3818.3,0.46,1074.9,247.2,745.5,188,74.875,2836
34182,1602,19990630,AMGN,3889.6,0.5,1104.2,267.6,820.5,194.1,60.875,2836
34183,1602,19990930,AMGN,4036.8,0.56,1041.3,300,847.2,198.4,81.5,2836
34184,1602,19991231,AMGN,4077.6,0.26,1054.1,281.6,926.9,242.3,60.0625,2836
,gvkey,datadate,tic,atq,epsfxq,ltq,niq,revtq,xrdq,prccq,sic
34185,1602,20000331,AMGN,4264.7,0.25,953.7,266.2,814.1,189.8,61.375,2836
34186,1602,20000630,AMGN,4543.2,0.28,1058.9,302.6,914.4,202.8,70.25,2836
34187,1602,20000930,AMGN,4897.8,0.33,946.1,358.9,949.5,202.9,69.8281,2836
34188,1602,20001231,AMGN,5399.6,0.19,1085.1,210.8,951.4,279.6,63.9375,2836
34189,1602,20010331,AMGN,5692.1,0.28,1042.1,304.9,901.6,206.7,60.1875,2836
34190,1602,20010630,AMGN,5976.5,0.3,958.9,321.9,986.7,208.8,60.68,2836
34191,1602,20010930,AMGN,6053.7,0.3,945.5,329.9,1003.1,216.9,58.77,2836
34192,1602,20011231,AMGN,6443.1,0.15,1225.9,163,1124.3,232.6,56.44,2836
34193,1602,20020331,AMGN,9064.9,0.32,4115.1,340.9,1008.5,203.4,59.68,2836
34194,1602,20020630,AMGN,9137.6,0.38,4257,412.4,1249.1,233.6,41.88,2836
34195,1602,20020930,AMGN,23741.1,-2.1,6076.3,-2601.6,1499.3,3304.4,41.7,2836
34196,1602,20021231,AMGN,24456.3,0.34,6170.3,456.4,1766.1,367,48.34,2836
34197,1602,20030331,AMGN,24729.5,0.37,6226.1,493.3,1761.2,351.3,57.55,2836
34198,1602,20030630,AMGN,25381.5,0.45,6436.8,607.2,2041.1,393.7,65.94,2836
34199,1602,20030930,AMGN,25868.8,0.46,6411.5,612.5,2207.7,407.5,64.52,2836
34200,1602,20031231,AMGN,26176.5,0.41,6787.4,546,2346,502.9,61.79,2836
34201,1602,20040331,AMGN,25979.4,0.52,6408.1,690.2,2343,441.3,58.15,2836
34202,1602,20040630,AMGN,26060,0.57,6649.2,748.1,2584.9,467.8,54.57,2836
34203,1602,20040930,AMGN,26811,0.18,7003,235.7,2713.1,1055.9,56.81,2836
34204,1602,20041231,AMGN,29221,0.53,9516,689,2909,617,64.15,2836
34205,1602,20050331,AMGN,27420,0.67,8380,854,2833,524,58.21,2836
34206,1602,20050630,AMGN,28038,0.82,8457,1029,3172,567,60.46,2836
34207,1602,20050930,AMGN,29132,0.77,8602,967,3154,562,79.67,2836
34208,1602,20051231,AMGN,29297,0.66,8846,824,3271,661,78.86,2836
34209,1602,20060331,AMGN,31315,0.82,13924,1001,3217,655,72.75,2836
34210,1602,20060630,AMGN,31288,0.01,14449,14,3604,1889,65.23,2836
34211,1602,20060930,AMGN,32586,0.94,14865,1102,3612,872,71.53,2836
34212,1602,20061231,AMGN,33788,0.71,14824,833,3835,1181,68.31,2836
34213,1602,20070331,AMGN,32570,0.94,12855,1111,3687,851,55.88,2836
34214,1602,20070630,AMGN,32971,0.9,16502,1019,3728,817,55.29,2836
34215,1602,20070930,AMGN,33452,0.18,16547,201,3611,1366,56.57,2836
34216,1602,20071231,AMGN,34639,0.76,16770,835,3745,822,46.44,2836
34217,1602,20080331,AMGN,36128,1.01,17041,1100,3613,694,41.78,2836
34218,1602,20080630,AMGN,36061,0.84,17528,906,3764,809,47.16,2836
34219,1602,20080930,AMGN,36998,1.05,17166,1121,3875,729,59.27,2836
34220,1602,20081231,AMGN,36443,0.87,16057,925,3751,798,57.75,2836
34221,1602,20090331,AMGN,37380,0.98,17413,1019,3308,633,49.52,2836
34222,1602,20090630,AMGN,38840,1.25,17480,1269,3713,693,52.94,2836
34223,1602,20090930,AMGN,40940,1.36,18082,1386,3812,647,60.23,2836
34224,1602,20091231,AMGN,39629,0.92,16962,931,3809,891,56.57,2836
34225,1602,20100331,AMGN,40366,1.18,18027,1167,3592,646,59.8375,2836
34226,1602,20100630,AMGN,40800,1.25,17630,1202,3804,675,52.6,2836
34227,1602,20100930,AMGN,43534,1.28,19463,1236,3816,719,55.11,2836
34228,1602,20101231,AMGN,43486,1.08,19542,1022,3841,854,54.9,2836
34229,1602,20110331,AMGN,42714,1.2,17730,1125,3706,736,53.45,2836
34230,1602,20110630,AMGN,46936,1.25,21322,1170,3959,819,58.35,2836
34231,1602,20110930,AMGN,45765,0.5,22212,454,3944,761,54.96,2836
34232,1602,20111231,AMGN,48871,1.08,29842,934,3973,851,64.21,2836
34233,1602,20120331,AMGN,49250,1.48,30376,1184,4048,736,67.97,2836
34234,1602,20120630,AMGN,52226,1.61,32987,1266,4477,826,72.91,2836
34235,1602,20120930,AMGN,55448,1.41,35546,1107,4319,880,84.29,2836
34236,1602,20121231,AMGN,54298,1.01,35238,788,4421,938,86.2,2836
34237,1602,20130331,AMGN,51640,1.88,32149,1434,4238,878,102.51,2836
34238,1602,20130630,AMGN,52610,1.65,32016,1258,4679,967,98.66,2836
34239,1602,20130930,AMGN,57073,1.79,35345,1368,4748,989,111.925,2836
34240,1602,20131231,AMGN,66125,1.33,44029,1021,5011,1249,114.08,2836
34241,1602,20140331,AMGN,67004,1.4,44263,1073,4521,1027,123.34,2836
34242,1602,20140630,AMGN,69534,2.01,45152,1547,5180,1018,118.37,2836
34243,1602,20140930,AMGN,70775,1.61,45450,1244,5031,1018,140.46,2836
34244,1602,20141231,AMGN,69009,1.68,43231,1294,5331,1234,159.29,2836
34245,1602,20150331,AMGN,68952,2.11,42446,1623,5033,894,159.85,2836
34246,1602,20150630,AMGN,71209,2.15,43725,1653,5370,964,153.52,2836
34247,1602,20150930,AMGN,71869,2.44,43902,1863,5723,1119,138.32,2836
34248,1602,20151231,AMGN,71576,2.37,43493,1800,5536,1093,162.33,2836
34249,1602,20160331,AMGN,75116,2.5,46434,1900,5527,872,149.93,2836
34250,1602,20160630,AMGN,75471,2.47,45338,1870,5688,900,152.15,2836
34251,1602,20160930,AMGN,78150,2.68,47377,2017,5811,990,166.81,2836
34252,1602,20161231,AMGN,77626,2.59,47751,1935,5965,1078,146.21,2836
34253,1602,20170331,AMGN,77862,2.79,47225,2071,5464,769,164.07,2836
34254,1602,20170630,AMGN,79587,2.91,47865,2151,5810,873,172.23,2836
34255,1602,20170930,AMGN,80331,2.76,48102,2021,5773,1277,186.45,2836
34256,1602,20171231,AMGN,79954,-5.89,54713,-4264,5802,1043,173.9,2836
34257,1602,20180331,AMGN,71164,3.25,55544,2311,5554,760,170.48,2836
34258,1602,20180630,AMGN,67684,3.48,52775,2296,6059,869,184.59,2836
34259,1602,20180930,AMGN,67333,2.86,52984,1859,5904,1256,207.29,2836
34260,1602,20181231,AMGN,66416,3.01,53916,1928,6230,1182,194.67,2836
34261,1602,20190331,AMGN,63997,3.18,53165,1992,5557,879,189.98,2834
82186,2403,19620331,BMY,,,,4.015,,,94.7499,2834
82187,2403,19620630,BMY,,,,3.519,97.4,,69.2499,2834
82188,2403,19620930,BMY,,,,4.078,,,72.2499,2834
82189,2403,19621231,BMY,,,,4.482,101.4,,88.4999,2834
82190,2403,19630331,BMY,,,,4.672,,,91,2834
82191,2403,19630630,BMY,,,,4.274,113.7,,99.2499,2834
82192,2403,19630930,BMY,,,,4.862,,,108.3749,2834
82193,2403,19631231,BMY,,,,5.324,118.6,,58.625,2834
82194,2403,19640331,BMY,,,,5.562,,,62.5,2834
82195,2403,19640630,BMY,,,,5.109,126.3,,63.5,2834
82196,2403,19640930,BMY,,,,5.82,,,66.7499,2834
82197,2403,19641231,BMY,,,,6.604,138.7,,69,2834
82198,2403,19650331,BMY,,,,8.19,100.3,,73.3749,2834
82199,2403,19650630,BMY,,,,6.936,98.5,,75.4999,2834
82200,2403,19650930,BMY,,,,8.901,93.4,,90.1249,2834
82201,2403,19651231,BMY,,,,9.33,99.2,,95.8749,2834
82202,2403,19660331,BMY,,0.78,,9.828,117.223,,98.1249,2834
82203,2403,19660630,BMY,,0.66,,8.272,110.7,,95.4999,2834
82204,2403,19660930,BMY,,0.84,,10.419,126.289,,90,2834
82205,2403,19661231,BMY,,0.43,,10.883,114.241,,55,2834
82206,2403,19670331,BMY,,0.5,,13.906,178.5,,69.2499,2834
82207,2403,19670630,BMY,,0.39,,11.064,182.8,,72.8749,2834
82208,2403,19670930,BMY,,0.49,,13.645,181.9,,79.2499,2834
82209,2403,19671231,BMY,,0.46,,13.218,191.3,,74,2834
82210,2403,19680331,BMY,,0.58,,16.565,195.3,,65,2834
82211,2403,19680630,BMY,,0.41,,12.076,194.8,,80.87,2834
82212,2403,19680930,BMY,,0.44,,12.886,207.6,,74.75,2834
82213,2403,19681231,BMY,,0.53,,15.593,229.3,,68.12,2834
82214,2403,19690331,BMY,,0.64,,19.259,233.601,,64.5,2834
82215,2403,19690630,BMY,,0.49,,14.938,222.732,,62,2834
82216,2403,19690930,BMY,,0.53,,16.046,246.747,,67.75,2834
82217,2403,19691231,BMY,,0.54,,16.942,240.939,,75,2834
82218,2403,19700331,BMY,,0.68,,20.699,248.744,,61.125,2834
82219,2403,19700630,BMY,,0.54,,16.763,244.898,,50,2834
82220,2403,19700930,BMY,,0.56,,17.113,256.41,,58.25,2834
82221,2403,19701231,BMY,,0.66,,20.343,241.436,,64,2834
82222,2403,19710331,BMY,,0.68,,21.924,270.797,,63.25,2834
82223,2403,19710630,BMY,,0.55,,17.701,263.846,,64.375,2834
82224,2403,19710930,BMY,,0.58,,18.71,280.312,,64.125,2834
82225,2403,19711231,BMY,796.431,0.59,370.132,18.98,283.917,,58.375,2834
82226,2403,19720331,BMY,,0.45,,14.609,280.939,,57.5,2834
82227,2403,19720630,BMY,,0.64,,20.572,296.648,,62.5,2834
82228,2403,19720930,BMY,,0.78,,24.943,312.865,,64.875,2834
82229,2403,19721231,BMY,854.214,0.74,372.77,23.811,310.732,,69,2834
82230,2403,19730331,BMY,,0.61,,19.675,327.573,,64.375,2834
82231,2403,19730630,BMY,,0.75,,24.284,333.217,,57.5,2834
82232,2403,19730930,BMY,,0.91,,29.035,342.847,,59.125,2834
82233,2403,19731231,BMY,955.988,0.89,417.973,28.769,359.358,,46.25,2834
82234,2403,19740331,BMY,,0.73,,23.586,378.155,,48.25,2834
82235,2403,19740630,BMY,,0.91,,29.063,390.261,,51.5,2834
82236,2403,19740930,BMY,,1.05,,33.651,404.638,,32.5,2834
82237,2403,19741231,BMY,1041.263,1.07,431.299,34.103,417.895,,50,2834
82238,2403,19750331,BMY,1109.784,0.85,490.156,27.377,432.45,,58.625,2834
82239,2403,19750630,BMY,1122.82,1.08,480.951,34.512,452.011,,68.875,2834
82240,2403,19750930,BMY,1164.863,1.25,495.207,39.756,486.581,,59.625,2834
82241,2403,19751231,BMY,1183.344,1.26,485.204,40.051,456.627,,69,2834
82242,2403,19760331,BMY,1234.232,1.01,514.972,32.366,496.307,,73.875,2834
82243,2403,19760630,BMY,1238.423,1.23,493.051,39.21,486.1,,79.5,2834
82244,2403,19760930,BMY,1314.074,1.35,537.974,42.937,508.782,,73.375,2834
82245,2403,19761231,BMY,1345.523,1.32,541.375,42.293,495.181,,68.375,2834
82246,2403,19770331,BMY,1432.027,1.08,606.603,35.921,547.365,,62.125,2834
82247,2403,19770630,BMY,1456.794,0.67,586.739,44.184,548.115,,32.75,2834
82248,2403,19770930,BMY,1498.143,0.75,596.69,49.304,585.418,,34.875,2834
82249,2403,19771231,BMY,1521.798,0.73,589.884,48.279,552.818,,33.625,2834
82250,2403,19780331,BMY,1597.044,0.63,641.51,41.383,585.294,,29.875,2834
82251,2403,19780630,BMY,1578.717,0.74,593.145,48.807,589.997,,35.875,2834
82252,2403,19780930,BMY,1667.187,0.88,643.197,57.674,644.2,,34.25,2834
82253,2403,19781231,BMY,1696.315,0.84,637.391,55.184,630.938,,35.75,2834
82254,2403,19790331,BMY,1766.254,0.73,677.712,48.098,653.654,,34.5,2834
82255,2403,19790630,BMY,1779.917,0.83,660.436,54.729,659.192,,32.25,2834
82256,2403,19790930,BMY,1855.166,1.02,692.083,67.039,731.24,,36.25,2834
82257,2403,19791231,BMY,1922.015,0.93,720.646,61.679,708.691,,37,2834
82258,2403,19800331,BMY,2012.688,0.88,775.083,58.323,771.513,,32.625,2834
82259,2403,19800630,BMY,2053.104,0.97,775.942,64.347,756.712,,38.875,2834
82260,2403,19800930,BMY,2145.328,1.16,812.818,76.559,826.191,,46.5,2834
82261,2403,19801231,BMY,2209.4,1.08,829.3,71.371,803.884,,50.375,2834
82262,2403,19810331,BMY,2300.667,1.01,885.526,67.249,859.704,,56.5,2834
82263,2403,19810630,BMY,2284.474,1.07,826.61,71.211,851.864,,49.875,2834
82264,2403,19810930,BMY,2415.337,1.3,901.005,86.582,914.142,,49.5,2834
82265,2403,19811231,BMY,2488.5,1.21,924,80.758,870.99,,53.125,2834
82266,2403,19820331,BMY,2524.968,1.18,962.394,79.149,883.723,,55.125,2834
82267,2403,19820630,BMY,2547.343,1.21,955.516,81.342,880.104,,55.625,2834
82268,2403,19820930,BMY,2616.757,1.49,967.145,99.648,946.413,,61.25,2834
82269,2403,19821231,BMY,2756.2,1.32,1041.8,88.561,889.66,,67.25,2834
82270,2403,19830331,BMY,2803.342,1.36,1044.876,92.051,963.014,,71.625,2834
82271,2403,19830630,BMY,2808.16,0.7,1026.018,95.14,965.365,,40.875,2834
82272,2403,19830930,BMY,2962.607,0.86,1110.33,116.931,1032.976,,41.375,2834
82273,2403,19831231,BMY,3007.301,0.76,1099.401,103.878,955.645,,42.25,2834
82274,2403,19840331,BMY,3097.912,0.81,1117.098,109.953,1055.971,,47.625,2834
82275,2403,19840630,BMY,3138.986,0.81,1114.014,111.136,1060.069,,47,2834
82276,2403,19840930,BMY,3189.453,0.98,1101.158,133.591,1062.577,,46.125,2834
82277,2403,19841231,BMY,3248.599,0.86,1102.7,117.72,1010.779,,52.375,2834
82278,2403,19850331,BMY,3329.856,0.87,1124.568,122.936,1082.537,,57.5,2834
82279,2403,19850630,BMY,3375.7,0.88,1100.207,124.069,1079.941,,61.375,2834
82280,2403,19850930,BMY,3579.281,1.03,1205.388,144.785,1173.043,,54,2834
82281,2403,19851231,BMY,3770.4,0.86,1283.5,122.21,1109.279,,66.25,2834
82282,2403,19860331,BMY,3960.5,1.02,1386.301,144.562,1194.522,,75.625,2834
82283,2403,19860630,BMY,4003.779,0.84,1358.299,119.309,1171.768,,86,2834
82284,2403,19860930,BMY,4129.457,1.22,1369.936,173.946,1264.617,,71.75,2834
82285,2403,19861231,BMY,4183,1.06,1347.4,151.683,1204.993,,82.625,2834
82286,2403,19870331,BMY,4397.699,1.21,1450.499,173.9,1347.9,,101.25,2834
82287,2403,19870630,BMY,4394.699,0.56,1374.799,161.5,1314.3,,49.75,2834
82288,2403,19870930,BMY,4516.598,0.7,1395.098,200.2,1378.3,,50.5,2834
82289,2403,19871231,BMY,4732,0.61,1502.7,174,1360.7,,41.625,2834
82290,2403,19880331,BMY,4862.098,0.73,1550.398,210.6,1520,,41.125,2834
82291,2403,19880630,BMY,4893.098,0.66,1519.498,190.5,1456.8,,40.5,2834
82292,2403,19880930,BMY,5065.898,0.81,1581.498,232.4,1516.2,,44.375,2834
82293,2403,19881231,BMY,5189.699,0.68,1642.699,195.5,1479.5,,45.25,2834
82294,2403,19890331,BMY,5343.199,0.66,1727.399,344,2265,183,47,2834
82295,2403,19890630,BMY,5296.199,0.66,1622.199,345,2244,190,47.875,2834
82296,2403,19890930,BMY,5440.297,0.78,1778.697,411,2320,191,52.75,2834
82297,2403,19891231,BMY,8497,-0.67,3413,-353,2360,225,56,2834
82298,2403,19900331,BMY,8623,0.78,3427,409,2458,211,53.25,2834
82299,2403,19900630,BMY,8968,0.79,3686,417,2484,208,63.375,2834
82300,2403,19900930,BMY,9129,0.94,3754,496,2622,215,57.75,2834
82301,2403,19901231,BMY,9215,0.81,3797,426,2736,247,67,2834
82302,2403,19910331,BMY,9009,0.94,3626,493,2735,238,78.25,2834
82303,2403,19910630,BMY,9068,0.94,3623,489,2730,241,77.75,2834
82304,2403,19910930,BMY,9266,1.08,3572,564,2757,247,82.75,2834
82305,2403,19911231,BMY,9416,0.98,3621,510,2937,267,88.25,2834
82306,2403,19920331,BMY,9260,1.03,3426,302,2641,245,76.25,2834
82307,2403,19920630,BMY,9343,0.92,3407,488,2743,274,65.875,2834
82308,2403,19920930,BMY,9719,1.1,3543,589,2948,265,63.75,2834
82309,2403,19921231,BMY,10804,-0.08,4784,583,2824,299,67.5,2834
82310,2403,19930331,BMY,10503,1.11,4368,575,2755,259,59.125,2834
82311,2403,19930630,BMY,10894,1.01,4692,520,2803,274,57.75,2834
82312,2403,19930930,BMY,10967,1.18,4717,608,2862,267,56.375,2834
82313,2403,19931231,BMY,12101,0.5,6161,256,2993,328,58.25,2834
82314,2403,19940331,BMY,12286,1.14,6287,581,2834,261,51.5,2834
82315,2403,19940630,BMY,12216,1.07,6246,542,2970,271,53.625,2834
82316,2403,19940930,BMY,12856,1.22,6695,621,2932,274,57.375,2834
82317,2403,19941231,BMY,12910,0.19,7206,98,3248,302,57.875,2834
82318,2403,19950331,BMY,13454,1.29,7495,656,3301,289,62.875,2834
82319,2403,19950630,BMY,13579,1.2,7368,608,3445,294,68.125,2834
82320,2403,19950930,BMY,13382,1.36,7065,690,3413,293,72.875,2834
82321,2403,19951231,BMY,13929,-0.28,8107,-142,3608,323,85.875,2834
82322,2403,19960331,BMY,13824,1.44,7888,726,3669,302,85.625,2834
82323,2403,19960630,BMY,13750,1.31,7685,655,3696,309,90,2834
82324,2403,19960930,BMY,14005,1.5,7656,753,3745,337,96.375,2834
82325,2403,19961231,BMY,14685,1.43,8115,716,3955,328,109,2834
82326,2403,19970331,BMY,14860,0.79,8099,810,4045,326,59,2834
82327,2403,19970630,BMY,14524,0.73,7707,738,4064,321,81,2834
82328,2403,19970930,BMY,14718,0.84,7791,855,4151,346,82.75,2834
82329,2403,19971231,BMY,14977,0.78,7758,802,4441,392,94.625,2834
82330,2403,19980331,BMY,15243,0.91,8058,927,4446,383,104.312,2834
82331,2403,19980630,BMY,14593,0.82,7349,835,4430,384,114.9375,2834
82332,2403,19980930,BMY,14925,0.95,7378,966,4523,398,103.875,2834
82333,2403,19981231,BMY,16272,0.41,8696,413,4885,412,133.8125,2834
82334,2403,19990331,BMY,15986,0.53,8236,1066,4854,423,64.125,2834
82335,2403,19990630,BMY,16214,0.38,8154,952,3244,414,70.4375,2834
82336,2403,19990930,BMY,16612,0.49,8171,1097,4190,431,67.5,2834
82337,2403,19991231,BMY,17114,0.47,8469,1052,4590,491,64.1875,2834
82338,2403,20000331,BMY,17036,0.56,8227,1221,4451,446,58,2834
82339,2403,20000630,BMY,16831,0.5,7914,1091,4418,450,58.25,2834
82340,2403,20000930,BMY,17467,0.45,8311,1236,4563,479,57.125,2834
82341,2403,20001231,BMY,17578,0.54,8398,1163,4784,564,73.9375,2834
82342,2403,20010331,BMY,17664,0.61,8222,1310,4589,501,59.4,2834
82343,2403,20010630,BMY,17476,0.49,7937,1053,4286,483,52.3,2834
82344,2403,20010930,BMY,24635,0.6,14700,1187,4500,508,55.56,2834
82345,2403,20011231,BMY,27812,-0.67,18737,1284,4686,3463,51,2834
82346,2403,20020331,BMY,25578,0.43,16235,856,4661,662,40.49,2834
82347,2403,20020630,BMY,25354,0.25,15992,479,4127,527,25.7,2834
82348,2403,20020930,BMY,24968,0.17,15772,357,4537,542,23.8,2834
82349,2403,20021231,BMY,24874,0.19,15907,374,4794,656,23.15,2834
82350,2403,20030331,BMY,25550,0.41,16381,792,4728,475,21.13,2834
82351,2403,20030630,BMY,26032,0.46,16619,902,5129,524,27.15,2834
82352,2403,20030930,BMY,26675,0.47,16805,906,5372,565,25.66,2834
82353,2403,20031231,BMY,27471,0.26,17685,506,5665,715,28.6,2834
82354,2403,20040331,BMY,28360,0.49,17827,964,4626,583,24.23,2834
82355,2403,20040630,BMY,28985,0.27,18554,527,4819,687,24.5,2834
82356,2403,20040930,BMY,30176,0.38,19513,758,4778,616,23.67,2834
82357,2403,20041231,BMY,30435,0.07,20233,139,5157,677,25.62,2834
82358,2403,20050331,BMY,28407,0.27,18026,533,4532,653,25.46,2834
82359,2403,20050630,BMY,25233,0.5,14432,1004,4889,649,24.98,2834
82360,2403,20050930,BMY,25609,0.49,14341,964,4767,669,24.06,2834
82361,2403,20051231,BMY,28138,0.26,16930,499,5019,775,22.98,2834
82362,2403,20060331,BMY,27461,0.36,15905,714,4676,750,24.61,2834
82363,2403,20060630,BMY,27402,0.34,15690,667,4871,740,25.86,2834
82364,2403,20060930,BMY,27215,0.17,15626,338,4154,756,24.92,2834
82365,2403,20061231,BMY,25575,-0.07,15584,-134,4213,821,26.32,2834
82366,2403,20070331,BMY,26091,0.3,15830,690,4063,781,27.76,2834
82367,2403,20070630,BMY,27175,0.3,16413,706,4471,755,31.56,2834
82368,2403,20070930,BMY,26098,0.38,14945,858,4601,802,28.82,2834
82369,2403,20071231,BMY,26172,-0.1,15610,-89,5058,1119,26.52,2834
82370,2403,20080331,BMY,26325,0.26,15764,661,4188,766,21.3,2834
82371,2403,20080630,BMY,28064,0.3,17286,764,4475,841,20.53,2834
82372,2403,20080930,BMY,28476,0.23,15538,2578,4510,816,20.85,2834
82373,2403,20081231,BMY,29552,0.56,17311,1231,4542,1121,23.25,2834
82374,2403,20090331,BMY,29693,0.33,16564,638,4322,908,21.92,2834
