,datadate,gvkey1,real roe,prccq,real rd,roe,rd/rev,p/e,epsfxq
95,1985,BMY,0.049141501467690696,65.09430088312747,,0.05026295471514949,,74.74298633792256,0.8754900295905742
96,1986,BMY,0.0534923825645366,81.6685719300883,,0.0542777422932484,,76.44196548491654,1.072365549002959
97,1987,BMY,0.0538816461771901,42.554541857193016,,0.05480554619533036,,68.78929925441909,0.6182362365549002
98,1988,BMY,0.0551170002819284,45.12451795418572,,0.05617898020397083,,65.43011514990117,0.6915588236236556
99,1989,BMY,-0.06943351691581431,55.62518745179542,0.09533898305084745,-0.0514516540548826,,-68.41386730577963,-0.5261968441176376
100,1990,BMY,0.07862679955703211,66.12136251874517,0.09027777777777778,0.07984545998690275,,80.7502943554412,0.8213593803155884
101,1991,BMY,0.08800690250215704,87.64928713625189,0.09090909090909091,0.08901953441400708,,88.7691618364988,0.9885881359380316
102,1992,BMY,0.096843853820598,67.15776492871363,0.10587818696883852,0.09653807692513063,,-753.439158431489,0.03630585881359391
103,1993,BMY,0.0430976430976431,58.07842827649288,0.1095890410958904,0.04839167996565226,,109.6369873693353,0.5662926305858814
104,1994,BMY,0.017180925666199158,57.78603284282765,0.09298029556650246,0.025443501511209183,,278.8799918046613,0.2915126292630587
105,1995,BMY,-0.024390243902439025,84.52174110328428,0.08952328159645233,-0.011137964787549757,,-270.6214836419178,-0.11760984873707356
106,1996,BMY,0.10898021308980213,107.66926467411034,0.0829329962073325,0.10983724433881133,,75.02867268872144,1.4350742390151263
107,1997,BMY,0.11109571962875744,93.40286692646741,0.08826840801621257,0.11218798962746555,,119.12211193039232,0.7850245074239016
108,1998,BMY,0.054514255543822596,130.91765858669265,0.08433981576253838,0.06174738516490838,0.08469179594583319,304.95213264306545,0.46277750245074245
109,1999,BMY,0.12168883747831116,64.54849176585867,0.10697167755991285,0.12240943077221171,0.1067677477049881,137.11783652787233,0.47104327775024507
110,2000,BMY,0.1266884531590414,72.26790484917659,0.11789297658862877,0.12740716152343892,0.11656897383266485,135.80959273603372,0.5315511043277751
111,2001,BMY,0.14148760330578514,51.43178679048492,0.7390098164746052,0.13922284548083108,0.6763929808098419,-59.1116301381333,-0.5439878448895672
112,2002,BMY,0.041708486673357865,23.249884178679046,0.1368377138089278,0.041588406671402,0.13525026730936762,123.26193008545621,0.18888260121551106
113,2003,BMY,0.051706519517678316,28.315091988417873,0.1262135922330097,0.05574158910126167,0.12408140262380232,104.50352179328833,0.28082788826012156
114,2004,BMY,0.013624779455008822,25.433438509198844,0.1312778747333721,0.019202771945342725,0.13116214704735557,335.8776737320576,0.10009908278882605
115,2005,BMY,0.04452177016416845,23.097677343850922,0.15441322972703725,0.04865399256188922,0.15294000893642878,84.53343195366311,0.28285300990827894
116,2006,BMY,-0.0134120708637774,26.187998767734385,0.19487301210538807,-0.008872936746812079,0.1932920281137956,-324.4525510685693,-0.04428771469900915
117,2007,BMY,-0.008426434387426624,26.773442799876772,0.22123368920521946,-1.0049461092774547e-05,0.21651033789921217,-230.8565757814226,-0.05283442877146986
118,2008,BMY,0.10056367943795441,23.00811734427999,0.2468075737560546,0.10913482658189089,0.2402882909900279,46.19131219239797,0.5276287165571228
119,2009,BMY,0.5399391274940818,24.95661881173443,0.22014702960460958,0.49268999431729615,0.2153235986629469,60.41066203587556,0.4138097628716557
120,2010,BMY,0.03088630259623993,26.522885661881176,0.19761299158677362,0.03381280471962254,0.19505163546532478,90.03590175356362,0.30669838097628727
121,2011,BMY,0.053696350916997544,34.82727928856619,0.1848184818481848,0.05419475865833094,0.1844363135286353,69.02718022406779,0.5056236698380977
122,2012,BMY,0.06782519431001613,32.72590772792886,0.2581722739203054,0.05687261694113577,0.2573875012850788,46.21864324985707,0.4693465623669838
123,2013,BMY,0.047650301916513524,52.442753590772796,0.2154920063048863,0.047499302058868834,0.2160726204214678,119.99477195426884,0.4370599346562367
124,2014,BMY,0.0008676500033371154,58.22178927535907,0.2792390793799906,0.005303607024285572,0.27740024123159124,5325.690533571879,0.05004770599346566
125,2015,BMY,-0.013657792567942318,67.90173217892755,0.4469325868905995,-0.00813968076683287,0.43154393273886155,-510.11070609754836,-0.07027599522940062
126,2016,BMY,0.0546889337493118,58.175032173217886,0.26702269692923897,0.056844198643846364,0.2637441859856344,106.96704725242112,0.5486419724004772
127,2017,BMY,-0.19650544441630793,61.444839503217324,0.3558451091943476,-0.17109628086623188,0.3502021152869027,-26.632938663428604,-1.22615913580276
128,2018,BMY,0.08211226728958732,52.930329483950324,0.2310396785534907,0.08670079963083252,0.23227189750367833,72.93206248126653,0.7461663840864198
129,1990,GILD,,,2.502,,,,
130,1991,GILD,-0.04837349176660431,,3.2527272727272725,,,,
131,1992,GILD,-0.02788471242989172,,4.448076923076923,,,,
132,1993,GILD,-0.054670792560430295,,6.4577397910731245,,,,
133,1994,GILD,,,6.1871165644171775,,,,
134,1995,GILD,-0.07296417798137282,,14.312769010043043,,,,
135,1996,GILD,-0.027710347665089487,,1.8808164677391455,,,,
136,1997,GILD,-0.039149574440596566,,2.0220002018367143,,,,
137,1998,GILD,-0.06878287321611402,,0.8295210949094249,,,,
138,1999,GILD,-0.03011853665756226,,0.6220272265048384,,0.6311361635401987,,-0.24589369721998935
139,2000,GILD,-0.05236041968079653,,0.8254406860409719,-0.05146602798417688,0.8186477207679124,,-0.3860165893709831
140,2001,GILD,0.29081839018471084,64.76478182879498,0.6000322880090406,0.25313988206658616,0.6295645123445833,26.190128657985856,1.098285398341064
141,2002,GILD,0.06209776648271347,33.95248747818288,0.24143780123701106,0.059851498180163915,0.2440182722357802,211.51926901286578,0.16299182853983413
142,2003,GILD,0.19201195644154287,58.03673624874782,0.2235263759074367,0.18934544876010476,0.22189160241548994,78.08277141074227,0.7968672991828539
143,2004,GILD,0.05892653265429168,35.513908673624876,0.18983454415087192,0.06123980002206306,0.18590469266607773,146.00753052203905,0.2434396867299183
144,2005,GILD,0.09275617618014596,52.13308139086737,0.11286203398843857,0.09045673358126757,0.11720422910579517,92.81494608163642,0.5692203439686729
145,2006,GILD,-0.8912879807406748,65.2199513081391,2.3910596446277133,-0.8027575045309476,2.2072251353998897,-71.34729956157327,-3.262308077965603
146,2007,GILD,0.11155826657248903,45.512006095130815,0.16867097886862703,0.11328833884970141,0.16523627146666112,110.66086864061158,0.4110187691922034
147,2008,GILD,0.12886051929157932,50.66017820060952,0.1413403538007499,0.12751983457688662,0.14099648813110566,87.06867087250714,0.5823501018769193
148,2009,GILD,0.12331937210441316,43.59631401782007,0.11791353876417736,0.12260408885951779,0.12104999569025401,51.340529228389045,0.8539152350101877
149,2010,GILD,0.1028153804160418,36.174702631401786,0.19650900816385958,0.1043963262522461,0.1887470708677169,47.21726199512063,0.7667233915235011
150,2011,GILD,0.09685615220662298,40.74353047026314,0.1828031365519924,0.09905807032296754,0.1781542824785352,46.47041119571242,0.8776666723391524
151,2012,GILD,0.07983996011253007,72.58426835304704,0.16986498782012027,0.07966005782685177,0.17183688945003672,77.93660380040008,0.9312907666672338
152,2013,GILD,0.06702140488597373,73.76103442683531,0.17692589266196254,0.0673440423551116,0.1787973629169393,156.96078172268238,0.46992012907666675
153,2014,GILD,0.22020481242895035,95.23184010344269,0.14282110761854672,0.21803102933311136,0.13885969434344844,45.05432897322735,2.1333439920129083
154,2015,GILD,0.244990844886215,101.05966018401035,0.08899600282153773,0.24623120821431052,0.0891472706035262,31.923987781393038,3.1663773343992014
155,2016,GILD,0.16051231730620255,72.4133599660184,0.1650273224043716,0.1639314908765535,0.1640891713865897,30.72893659758614,2.35591363773344
156,2017,GILD,-0.18852738890785814,72.47318933599661,0.1933097999663809,-0.15865787167212603,0.18611744464513919,-17.936433122692325,-2.4555494086362266
157,2018,GILD,0.00013931457230426304,63.95655831893361,0.3364969801553063,0.009132116690410462,0.3200329287068665,48.57937423372844,0.15731744505913656
158,1994,IART,-0.17123139961181802,,0.46512968299711815,,,,
159,1995,IART,-0.12583921501118955,,0.5360134003350084,,,,
160,1996,IART,-0.05055622628492584,,0.40816326530612246,,,,
161,1997,IART,-0.2973849811215214,,0.5691376701966717,,,,
162,1998,IART,-0.09267997194414335,,0.4160736709920469,,,,
163,1999,IART,-0.02055858274763747,,0.18895019272919658,,,,
164,2000,IART,-0.21896208698239156,,0.08824255592316428,,,,
165,2001,IART,0.08637334849257067,,0.07613201530612244,,,,
166,2002,IART,0.10248104783175886,,0.04497887184141119,,,,
167,2003,IART,0.034156332625777386,,0.08083015671325709,,0.07840552177783083,,0.2925572928750238
168,2004,IART,0.03196317364199556,,0.03488052288427626,0.02669222962519355,0.041767750396116826,,0.24980625572928747
169,2005,IART,0.036622984079663794,35.65554546399704,0.037049216266578984,0.0362881964358756,0.03779083698304717,108.41823441660435,0.329028980625573
170,2006,IART,0.03420762960811988,42.0939375545464,0.04158093688693239,0.03181015512934618,0.04651501421984885,151.70422162305383,0.3167249028980626
171,2007,IART,0.02066590126291619,42.59921139375546,0.07493418757334518,0.022482143305988016,0.07226991785742848,213.4515649984858,0.20379167249028984
172,2008,IART,0.06640377377886157,36.41940292113938,0.05841601192865745,0.05541780275534734,0.0717799565516275,34.48633127568589,0.670178379167249
173,2009,IART,0.03535969969767468,36.520979940292115,0.06435055523468064,0.035120789189556766,0.0645621726240241,69.58272499603618,0.5248750178379167
174,2010,IART,0.037616783641989504,46.49749909799403,0.06866906363645729,0.03733579843000115,0.06811215737065937,74.78037175301908,0.6215024875017838
175,2011,IART,0.009256289608191005,31.4439177499098,0.06585005134554817,0.010383717821630552,0.06579393217730296,203.3076539481065,0.17968415024875023
176,2012,IART,0.02469412389551446,39.14098539177499,0.05999104611252053,0.024646098749070797,0.060229652118491794,85.5584307653948,0.4583249684150249
177,2013,IART,0.020548210928407293,46.93019309853918,0.06572933699930696,0.013046579370861853,0.0652462542626539,98.53897498402735,0.3071978324968414
178,2014,IART,0.024372375135236442,53.74422401930985,0.04569232314195203,0.023289044433822043,0.04679230291357944,98.89407402038628,0.5836537197832496
179,2015,IART,0.01993497843482473,67.02868942240192,0.057497097362746726,0.014087981023272814,0.05785116039371558,152.36117402278666,0.27352336537197824
180,2016,IART,0.033641908042116704,85.42584686894224,0.054372144689905505,0.03264073124587337,0.054962973635229444,127.59268861740232,0.6782223523365372
181,2017,IART,0.04609240719687916,48.154249584686895,0.04660853712133955,0.04191346430208451,0.04736194759463548,194.48879319743327,0.5089998222352337
182,2018,IART,0.018271604220393138,47.15261142495847,0.05295644574305727,0.017411382296145275,0.05317735862884164,184.0033661206991,0.2759368999822235
183,1990,IDXX,0.09966168593177334,,0.11420888763090858,,,,
184,1991,IDXX,0.03826352253225704,,0.11761529322821038,,,,
185,1992,IDXX,0.02818237624867459,,0.06674900353674283,,,,
186,1993,IDXX,0.043201683586229986,,0.06659928122192273,,,,
187,1994,IDXX,0.04321247469584912,,0.054685108396181785,,,,
188,1995,IDXX,0.025529780564263325,,0.04520462009668254,,,,
189,1996,IDXX,0.028618793090092187,,0.042299232873772866,,,,
190,1997,IDXX,-0.010213620583154132,,0.10144947715785516,,,,
191,1998,IDXX,-0.09768061330561331,,0.53059004146368,,,,
192,1999,IDXX,0.031099982063789604,,0.07142776542805881,,0.07170785173279758,,0.23679417487991777
193,2000,IDXX,0.03744455523845546,,0.08297370010432109,0.03715624344981204,0.08212057459814573,,0.27796167941748806
194,2001,IDXX,0.03257216716932356,28.065537348587092,0.06766387755960139,0.03285351586554179,0.06806955587705218,99.71794441856305,0.2818357961679418
195,2002,IDXX,0.037413519545535866,32.60939255373486,0.06687756740167147,0.03759235957195344,0.06724008385308239,90.61432469019476,0.3599471835796168
196,2003,IDXX,0.02986152367428359,45.816203939255374,0.06650218683413704,0.030880190335653025,0.06681130860742998,131.9491545659313,0.35017199471835797
197,2004,IDXX,0.04254469265322119,54.31982462039393,0.0649666606595783,0.04316948461535379,0.06502478499040053,109.39791254068852,0.4978160171994718
198,2005,IDXX,0.05422815520836154,71.41634598246205,0.06370006588009822,0.054173298078257104,0.06395717090957971,118.89485385561838,0.60071878160172
199,2006,IDXX,0.06019601767428471,80.33363563459825,0.07258244931298742,0.06067122594840452,0.07260187507938742,106.97298520124865,0.7509750718781603
200,2007,IDXX,0.05824015623181991,63.56867036356346,0.06845355942996868,0.05850081040624765,0.06912127666117283,145.49734706507198,0.4395900975071879
201,2008,IDXX,0.0537547296402963,37.893350867036354,0.07013354268310226,0.05455788792807478,0.07019889741154811,95.81833337896923,0.39490095900975075
202,2009,IDXX,0.06014819881884025,53.055711335086706,0.05921541790741117,0.06051600374393514,0.05968336358616202,103.8153341431348,0.511176490095901
203,2010,IDXX,0.06333310696331587,68.45800057113351,0.06159848038991108,0.06341608149755279,0.06179298636193682,110.88414693427917,0.6172261176490096
204,2011,IDXX,0.07044198127106911,76.24568380005711,0.06576475988033892,0.07009298676047028,0.06557982073304547,113.74829848888523,0.670489722611765
205,2012,IDXX,0.0681391324574818,93.41299956838,0.06587635899329657,0.06842522088244242,0.06569569391182561,119.91347824945558,0.7793050489722613
206,2013,IDXX,0.08347516663000228,105.60120229995685,0.063534920764927,0.08376998294983175,0.06355107033927752,128.10605988744695,0.8251169305048972
207,2014,IDXX,0.2207774536733879,145.36965012023,0.0659551953407822,0.22037731714818798,0.06584127371099097,258.64091201486315,0.5894835116930506
208,2015,IDXX,-0.5279957140305963,73.04132896501203,0.0637902348099128,-0.5166144238554526,0.06351213975046667,151.7767084789566,0.48154094835116934
209,2016,IDXX,-0.4839437036215613,116.6022321328965,0.05737749325050339,-0.4149296758059557,0.05734313120551776,199.6174897271691,0.5849671540948351
210,2017,IDXX,-0.7105419560937545,156.3396892232133,0.056921171024320275,-0.7804311636838352,0.05680873655131287,346.7509442183463,0.4674014967154096
211,2018,IDXX,-9.275208491281099,192.03674496892233,0.054857604671396804,-14.530795934107967,0.05470016628265367,194.03402601478518,0.9885257401496715
212,1988,IMGN,,,3.21,,,,
213,1989,IMGN,-0.12425577518456778,,inf,,,,
214,1990,IMGN,-0.30916196265740337,,inf,,,,
215,1991,IMGN,-0.04539603154639481,,190.11764705882354,,,,
216,1992,IMGN,-0.09875709804233015,,134.3235294117647,,,,
217,1993,IMGN,-0.20938983050847457,,inf,,,,
218,1994,IMGN,-0.3291641742345967,,inf,,,,
219,1995,IMGN,-1.01840867253017,,28.642105263157895,,,,
220,1996,IMGN,-0.5339532871972318,,28.222222222222225,,,,
221,1997,IMGN,-0.3371503660596959,,32.926829268292686,,,,
222,1998,IMGN,-0.382132834424696,,8.99367088607595,,,,
223,1999,IMGN,0.008462282398452611,5.186797923206491,0.7564,0.022201659884977663,,21.228227569993596,0.004376636104923616
224,2000,IMGN,-0.01645264059975272,22.490506179792323,5.061538461538462,-0.037881114763605346,,-314.30030688820136,-0.06920056233638952
225,2001,IMGN,-0.012111295251281405,15.930786550617977,1.952720207253886,-0.012096785558835355,,-395.6846807631481,-0.04046192005623364
226,2002,IMGN,-0.044444444444444446,3.117366078655062,2.6522617124394183,-0.0426067944124432,,-27.21326525918854,-0.11634704619200562
227,2003,IMGN,-0.013705672482752238,4.986338736607865,1.006003098373354,-0.016748289798843474,1.0630111508465057,-155.75284378641896,-0.03764063470461921
228,2004,IMGN,-0.023883146650521127,8.47167663387366,0.7027744003537083,-0.023825308026171037,0.7154695965100794,-161.54997528437863,-0.050331764063470466
229,2005,IMGN,-0.04370125413364947,5.3352641676633885,1.3298922119325944,-0.044755823552411,1.31598743057587,-58.118338114411564,-0.09161603317640636
230,2006,IMGN,-0.04690966231205325,4.914209526416767,0.9748177601060306,-0.05148542309198388,1.0240625962094878,-67.54738861952573,-0.07801216160331766
231,2007,IMGN,-0.11690535784858008,4.208252420952642,1.3494000615321506,-0.10759276226926492,1.3122733059732803,-46.32177064795288,-0.13790580121616033
232,2008,IMGN,-0.17251177927818523,4.3340828252420955,1.380758517248768,-0.1753482755498668,1.4440656237848135,-30.02173307932043,-0.14581379058012164
233,2009,IMGN,-0.2808350784775146,7.888303408282526,3.928893178893179,-0.27409914411184655,3.915545812323536,-34.51767975659421,-0.22878558137905805
234,2010,IMGN,-0.18206122005193343,8.989799830340829,3.830540928674007,-0.1781820810536872,3.8334501269916044,-43.091123196547095,-0.2082018785581379
235,2011,IMGN,-0.11056491885143571,11.527171979983034,2.04266771694893,-0.11494004090723849,2.4757977949100303,-65.61814216456152,-0.17868882018785584
236,2012,IMGN,-0.17936688848854737,12.952863717198,8.290964777947933,-0.17842544761308132,8.047760670087204,-44.52600707283715,-0.29084386888201874
237,2013,IMGN,0.02931495893444892,14.89986828637172,0.6940119760479042,0.016282212918848755,0.7892529664003268,316.9900512454465,0.02191291561311178
238,2014,IMGN,0.17600361430231057,6.564676986828638,0.5724016563146997,0.1209039879302808,0.7516514851309103,30.303858879927155,0.11741619129156126
239,2015,IMGN,1.991310080306843,13.215131467698685,2.118753119973376,1.5224792259740616,2.143603074387772,-34.75381934227858,-0.38046325838087086
240,2017,IMGN,0.733053925677562,6.525340095131469,1.010013181910363,0.7061976758779889,1.2550069691563128,-54.23222308597522,-0.15503141046325844
241,2018,IMGN,-3.8096062705067513,5.269990534009514,3.2558884913536073,-3.521662691533619,3.359046724113162,-18.41147602184777,-0.28387550314104637
242,1962,LLY,,,,,,,
243,1963,LLY,,,,,,,
244,1964,LLY,,,,,,,
245,1965,LLY,,,,,,,
246,1966,LLY,,,,,,,
247,1967,LLY,,,,,,,
248,1968,LLY,,,,,,,
249,1969,LLY,,,,,,,
250,1970,LLY,,,,,,,
251,1971,LLY,0.05039277091059321,62.749328685131104,,,,,
252,1972,LLY,0.05020647755597863,78.82827493286851,,,,,
253,1973,LLY,0.0452228409585818,74.74905782749329,,,,,
254,1974,LLY,0.0446218107073488,67.04779990578275,,,,,
255,1975,LLY,0.03885847589424572,51.92894227999058,,,,,
256,1976,LLY,0.042337225495049965,48.376480394228004,,,,72.86064900522062,0.6653252799872306
257,1977,LLY,0.04265499304596613,37.520100148039425,,,,51.662754957410115,0.7261055325279987
258,1978,LLY,0.04655649015015007,47.90906451001481,,,,54.07249972956174,0.8864826105532528
259,1979,LLY,0.04506097107357257,59.587828406451,,,,62.62007973281049,0.9521806482610553
260,1980,LLY,0.04690235982986054,62.49104628284064,,,,58.73234917181077,1.063238218064826
261,1981,LLY,0.04577070954211814,55.32193660462829,,,,48.57489691420264,1.1392723238218065
262,1982,LLY,0.04840814221634087,56.97946969366046,,,,44.190424654171764,1.2907859272323823
263,1983,LLY,0.05438849599245639,58.31332294696937,,0.05383869094935739,,37.6274206348221,1.5529890785927234
264,1984,LLY,0.05303439582207816,65.0927063322947,,0.052578990562611956,,39.924688964334756,1.6296952989078592
265,1985,LLY,0.052142228923231566,108.98998427063323,,0.0520627344117501,,61.04070227523523,1.7848359695298908
266,1986,LLY,0.04537158709300629,73.51457399842707,,0.045727697104733143,,83.9023828814798,0.8775884835969531
267,1987,LLY,0.045421678827318734,79.79707645739985,,0.04588707577936366,,-109.26288559814036,-0.43211924115164013
268,1988,LLY,0.0544755526617679,85.70732970764575,,0.054378428508233566,,69.28569592801796,1.236844788075885
269,1989,LLY,0.05996646349578132,67.85540823297076,0.14607329842931938,0.05979887063800897,,88.46269349131492,0.7673556844788076
270,1990,LLY,0.07362653208363376,73.1730730408233,0.1352680426651891,0.07365192640255075,,80.45847678448195,0.909490735568448
271,1991,LLY,0.0626447565070202,83.05211730730409,0.13436347450082667,0.06255890392099064,,78.66183290633715,1.055925949073557
272,1992,LLY,0.06361278944125813,60.96958021173074,0.14395312311223873,0.05303444131576306,,45.94197159706309,0.8840045925949074
273,1993,LLY,-0.11460347220504655,58.43072195802118,0.15265437583296312,-0.09764971078839996,,-25.27590093162716,-1.4911485995407405
274,1994,LLY,0.05416762049728154,64.8338555721958,0.19297339188840093,0.054804041943181,,69.07107772777054,0.940386885140046
275,1995,LLY,0.06306372639251924,59.49254588555722,0.1580731192354706,0.077461740317768,,69.07107772777054,0.940386885140046
276,1996,LLY,0.06114653858133473,72.15444925458856,0.16952112949395953,0.06183383716745304,,111.55579875176083,0.6487758805041606
277,1997,LLY,0.09520143166305978,74.61754844492546,0.16917791207881444,0.09177362141046007,,170.06399283100657,0.4044888751454247
278,1998,LLY,0.12807025465053276,87.6929992548445,0.1970858313728466,0.12627683022047065,0.19607096614010763,176.78330643713358,0.4958234488876058
279,1999,LLY,0.15685218432076597,66.35665679992549,0.17106757004211684,0.1560095533982897,0.17133411662058387,94.3662866826068,0.7043895823448888
280,2000,LLY,0.12689146504820653,92.01937316568001,0.1830607515867952,0.12699839368761257,0.1828856047284829,131.4914366728979,0.7001534389582345
281,2001,LLY,0.08099662162162163,78.69319593731659,0.24387571140726075,0.08108581070007236,0.24189980743328632,145.33270006827613,0.5421760153438959
282,2002,LLY,0.08899390833494487,62.71464931959374,0.19430910813371227,0.08839152275073459,0.19657925586801286,92.91473772963127,0.6747662176015344
283,2003,LLY,0.0765197443880059,69.32143646493196,0.2048766411773193,0.0764144040921772,0.20244084767583206,100.94931997062652,0.6865694766217602
284,2004,LLY,-0.00021978223243802598,57.1758321436465,0.20179458332189995,0.006416616396540576,0.20160065874483254,90.54083357378967,0.06790165694766225
285,2005,LLY,0.06491905966511921,56.301797583214366,0.20878554303833363,0.06454486844085869,0.20874793191968483,81.66379249283929,0.6582487901656948
286,2006,LLY,0.012048412214157568,52.57283017975833,0.20210585824323368,0.01755712654990015,0.20150018626002275,397.8898187468146,0.18759882487901666
287,2007,LLY,0.06327061071246085,53.73121628301798,0.2009018036072144,0.06394079084013986,0.19994786016156083,68.59882544092929,0.7844317598824879
288,2008,LLY,-0.5386704661828223,40.672944121628305,1.10252375011995,-0.48719600353136316,1.0111435832448208,-19.638310421199133,-3.0088285568240116
289,2009,LLY,0.09610196004325319,35.45759629441216,0.22019817330052915,0.09637157620311562,0.21837447466670243,42.49552153046975,0.8347191171443176
