,datadate,gvkey1,real roe,prccq,real rd,roe,rd/rev,p/e,epsfxq
47,2016,AMGN,0.06476987447698745,148.1221957064011,0.180720871751886,0.0648164608375419,0.1795675269413844,57.023506224890596,2.5969174016638745
48,2017,AMGN,-0.1689315003367537,175.00304521957065,0.17976559806963116,-0.14571708502894037,0.18319417735565763,-19.900966632429256,-5.023639308259833
49,2018,AMGN,0.15424,195.69134230452195,0.1897271268057785,0.151980638948992,0.1913330365534781,65.25269631282303,3.0001426360691736
50,1997,BMRN,-0.374390243902439,,inf,,,,
51,1998,BMRN,-0.21255315529852017,,6.289799809342231,,,,
52,1999,BMRN,-0.09187106742429632,,3.96414686825054,,,,
53,2000,BMRN,-0.14849844272366203,,3.405035054174634,,,,
54,2001,BMRN,-0.21888083836839067,,8.876381215469614,,,,
55,2002,BMRN,-0.19615802238616642,,inf,,,,
56,2003,BMRN,-0.21829737045302203,,inf,,,,
57,2004,BMRN,1.2124805083997763,,0.5845146434482261,,,,
58,2005,BMRN,0.19359169657380396,,1.338575197889182,,,,
59,2006,BMRN,-0.08820733094514527,,0.9342840274308553,,,,
60,2007,BMRN,0.013690165453906224,,0.5354037544031748,,,,0.022039348276948534
61,2008,BMRN,0.08857323574591125,,0.25919658326282285,0.08018942857268677,,,0.19028020393482767
62,2009,BMRN,0.01462203392460853,18.709675018096114,0.3151397533359363,0.015133337197553401,,379.6957909161535,0.05039202802039349
63,2010,BMRN,-0.01699390873842988,26.44204396750181,0.4152675812388057,0.01809626004467634,0.41382558196344804,-234.06177262870057,0.05212403920280219
64,2011,BMRN,-0.034583880949177796,34.08045120439676,0.5369508373050461,-0.03324278271102337,0.534450646695107,-157.94394095987158,-0.22188078759607974
65,2012,BMRN,-0.05218933944236992,48.29385304512044,0.6394139671663964,-0.047764523714248254,0.6283050898384506,-195.04365762776163,-0.39324118807875963
66,2013,BMRN,-0.046225283194175265,70.37282338530451,0.662558809311446,-0.0455284424871294,0.6605573791761785,-164.32625621404185,-0.43195832411880786
67,2014,BMRN,-0.045681833949213754,88.48271628233854,0.6175000434654102,-0.04090373799245781,0.6254674237984154,-45.89648661883747,-0.42085619583241185
68,2015,BMRN,0.028580330191803147,105.11482627162825,1.6444001825073704,0.021810690006229375,1.5547109306103275,223.27665924116238,0.29198091438041673
69,2016,BMRN,-0.0327950041120279,83.66774348262717,0.5839628645977386,-0.03278562193003721,0.6010152977634643,-178.91540964638804,-0.520449801908562
70,2017,BMRN,-0.0182976740178512,89.53404877434826,0.486758487880437,-0.01699577140752777,0.4841340676447314,-391.95940582667896,-0.2783230449801909
71,2018,BMRN,-0.0012298092279493522,86.29201640487744,0.4965544967073785,-0.0015647125419229108,0.4887148692928585,-2688.915537149374,-0.03437183230449802
72,1962,BMY,,,,,,,
73,1963,BMY,,,,,,,
74,1964,BMY,,,,,,,
75,1965,BMY,,,,,,,
76,1966,BMY,,,,,,,
77,1967,BMY,,,,,,,
78,1968,BMY,,,,,,,
79,1969,BMY,,,,,,,
80,1970,BMY,,,,,,,
81,1971,BMY,0.04452274108079071,58.95138549345434,,,,,
82,1972,BMY,0.04945746545808027,68.55889513854935,,,,,
83,1973,BMY,0.053472486826575454,47.528543389513864,,,,,
84,1974,BMY,0.055909856975165755,48.43667785433895,,,,,
85,1975,BMY,0.05736814965479703,68.14373116778543,,,,54.21928774417477,1.2570916436027324
86,1976,BMY,0.0525935524306471,68.93005187311678,,,,52.16394330225323,1.3216047091643603
87,1977,BMY,0.051806282553969574,33.75880550518731,,,,46.13739205285268,0.7316341604709165
88,1978,BMY,0.052113277251247495,35.61063838055052,,,,42.290022215863765,0.842500163416047
89,1979,BMY,0.051340595603848606,36.88736106383806,,,,39.401443068645584,0.9370112500163417
90,1980,BMY,0.05171436852401999,49.905426236106386,,,,45.98492778522457,1.0860157011250018
91,1981,BMY,0.05161904761904761,52.77221554262361,,,,43.415840260066815,1.2166476015701126
92,1982,BMY,0.05165713952403174,66.59301472155427,,,,50.01206290177585,1.3341736647601572
93,1983,BMY,0.054446249803448823,42.18774680147216,,0.05521599029020674,,54.94077241494195,0.769057417366476
94,1984,BMY,0.05485812706003404,51.75883127468015,,0.05567915798884663,,59.6276488655134,0.8702959057417368
