,datadate,gvkey1,gvkey2,score,roe_spread,rd/rev_spread,MARKCAP_1,MARKCAP_2
252,2012,UTHR,REGN,0.1005,-0.286797242,-0.267100092,2679867.72,16289970.63
253,2012,VVUS,LLY,0.0984,-0.301277119,23.95352495,1350924.3,57233541.96
254,2012,MYL,LLY,0.0966,-0.009374691,-0.176004318,10848377.25,57233541.96
255,2012,MYL,VRTX,0.0963,0.109100812,-0.461809575,10848377.25,9104325.3
256,2012,REGN,VVUS,0.0955,0.605293137,-23.76781767,16289970.63,1350924.3
257,2012,REGN,BMY,0.0948,0.30562563,0.17388564,16289970.63,53795954.51
258,2012,VVUS,ALXN,0.0942,-0.28442607,23.99425363,1350924.3,18250334.34
259,2012,MYL,VVUS,0.093,0.291902428,-24.12952927,10848377.25,1350924.3
260,2012,ALXN,MYL,0.0925,-0.007476358,0.135275636,18250334.34,10848377.25
261,2012,AMGN,MYL,0.0918,-0.006239365,0.141573656,65193060,10848377.25
262,2012,BMRN,MRK,0.0902,-0.065466931,0.440998351,6189802.8,124460547.7
263,2012,PFE,UTHR,0.0896,-0.002213335,-0.018945917,184648202.1,2679867.72
264,2012,GILD,REGN,0.0894,-0.282838189,-0.259436252,55822000,16289970.63
265,2012,GILD,VVUS,0.0881,0.322454947,-24.02725392,55822000,1350924.3
266,2012,PFE,VVUS,0.0874,0.31628256,-24.05386368,184648202.1,1350924.3
267,2012,LLY,ALXN,0.0859,0.016851049,0.040728682,57233541.96,18250334.34
268,2012,MRK,VVUS,0.0845,0.260497297,-24.01178407,124460547.7,1350924.3
269,2012,PRGO,MYL,0.084,0.001581224,-0.037160591,9776739.4,10848377.25
270,2012,BMRN,PFE,0.0804,-0.121252194,0.483077957,6189802.8,184648202.1
271,2012,PFE,MRK,0.0803,0.055785263,-0.042079606,184648202.1,124460547.7
272,2012,VRTX,MRK,0.0769,-0.07769568,0.344064376,9104325.3,124460547.7
273,2012,MYL,MRK,0.0752,0.031405131,-0.117745199,10848377.25,124460547.7
274,2012,MRK,ALXN,0.0713,-0.023928773,-0.017530437,124460547.7,18250334.34
275,2012,MRK,IMGN,0.0703,0.196127855,-7.860453932,124460547.7,1073397
276,2012,PRGO,UTHR,0.069,-0.025012242,-0.131772102,9776739.4,2679867.72
277,2012,PRGO,PFE,0.0656,-0.022798907,-0.112826185,9776739.4,184648202.1
278,2012,PRGO,BMY,0.0653,-0.006183854,-0.224986554,9776739.4,53795954.51
279,2012,PRGO,BMRN,0.0647,0.098453286,-0.595904142,9776739.4,6189802.8
280,2012,REGN,LLY,0.0636,0.304016018,0.185707285,16289970.63,57233541.96
281,2012,AMGN,PRGO,0.0613,-0.007820589,0.178734247,65193060,9776739.4
